Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
5523,-1.317303855,0.12351943,2.457653777,2.71657148,0.81480661,0.191740722,-0.999621937,0.384124869,0.928563142,0.548063802,1.20636602,-2.258818875,1.186063303,1.203716364,-1.488013129,0.526271593,0.211212839,0.960990535,0.193158833,-0.123613868,-0.165697444,0.04567371,-0.213357134,-0.036051132,-0.692173368,-0.075011384,0.434823072,0.163794213,0,0
5583,1.004700261,-0.260252181,1.262231067,0.848999589,-0.218400149,1.777332342,-1.072506537,0.605292871,2.23024711,-0.794344841,1.133310186,-1.804405434,1.402320775,1.188231104,0.574568261,-1.121648973,1.771680547,-1.880128037,-1.790093483,-0.300591847,-0.12747904,0.223180348,0.175763252,-0.986234201,-0.088405896,0.407783463,0.06085874,0.005068735,5.49,0
5618,-1.57694555,-0.200037613,0.267610062,0.784741811,0.404579636,-1.537204147,0.054129576,-0.101343772,1.620374866,-0.223086302,0.653634501,-2.673876345,1.400046782,1.001947241,0.263549608,0.568452516,0.676038112,0.154313176,-0.312844332,-0.677862334,-0.58265491,-0.692414274,1.262460249,0.246009712,-0.414039932,-0.073319525,-0.327206333,-0.234517199,11.48,0
5667,1.096635869,-0.528745469,0.663771825,0.129510423,-0.946994747,-0.199306558,-0.654924851,0.249677298,2.218162083,-0.499561644,1.880626101,-3.134175835,-2.142635942,2.234291423,-0.863771514,-0.153626917,1.174879206,-0.253367755,0.208044762,-0.292024008,-0.401555077,-1.016669819,0.174682264,0.154985725,-0.1499152,1.190446411,-0.139664207,-0.018702837,45,0
5874,1.08138263,-0.124786234,1.252796467,1.318721283,-0.607088947,0.805587402,-0.909191962,0.379472004,2.10436758,-0.416879997,1.592976169,-1.953987409,0.508650845,1.504094263,-0.860181889,0.10163125,0.456574522,0.502832296,-0.353955324,-0.24760393,-0.164667615,-0.087762125,-0.007450152,-0.389099602,0.292854185,-0.412083658,0.049606928,0.013576102,14.95,0
5959,-1.961528385,-1.649725514,1.744512702,-2.169524463,-0.001435318,-0.314488615,-1.040531533,0.09677213,-0.315976142,0.786248069,-0.508006433,-4.6891834040000004,0.790440951,0.930551158,0.120552973,0.039869204,0.892615076,0.664096993,-1.132060014,-0.570026336,-0.327018057,-0.071531032,0.175223407,-0.871323805,0.524765796,-0.123031773,0.065382841,0.31239195,58.2,0
6006,-0.545669708,-2.901884304,-0.871166555,1.14967386,-1.137227729,-0.284644404,1.209626802,-0.426366392,1.531126719,-1.013367787,0.554788421,-2.490523511,0.947041698,1.98593297,-0.183825864,-0.459720237,1.137023932,-0.649028442,-0.557075786,1.682091437,0.346419485,-0.732045864,-0.8585898,0.132129271,0.082109279,0.984522202,-0.285507836,0.144034313,938,0
6103,-0.295099721,2.607655019,-2.742705675,1.112940067,1.756603537,-0.291342341,0.711233467,7.76731e-4,1.566567093,0.069938847,2.650501983,-2.266955195,2.560626044,-2.494945677,-0.035864735,0.960937736,2.989219796,2.07812752,-0.330078608,0.776260526,-0.448236105,-0.403345658,-8.64e-5,-1.742924794,-0.111752314,-0.322948992,0.78044897,0.282921591,8.99,0
6153,-0.490158982,1.070501027,1.907972059,2.859412935,0.339873408,1.768621695,-0.459056308,0.3304176,1.119217584,0.502924833,-1.234710267,-3.645532725,0.947226794,1.092945451,0.106038404,-0.025220617,0.725429675,0.56651187,0.903366476,-0.048004934,-0.1223474,-0.060389924,-0.106252526,-1.40111267,-0.784475965,0.137954615,-0.206190957,0.193055941,0,0
6185,-1.360578395,0.399373439,2.76911934,0.87087852,-0.104102866,1.449704989,-0.41553622,0.409463328,2.308582113,-0.720218865,-2.321879552,-3.724014849,-0.151816419,0.22942031,-3.123882064,0.713566835,0.264974995,0.366996697,-0.497100858,-0.373390339,-0.3323725,-0.555083121,-0.464833166,-1.036585922,0.36096542,0.928181422,-0.433579836,0.111568521,34.37,0
6283,1.019484521,0.165410113,0.574607802,1.253681979,-0.203324784,-0.199154952,-0.033545871,-0.003542044,1.069824178,-0.27547698,2.635243626,-1.617419895,1.124399387,2.131247928,-0.217719849,-0.029168968,0.423723272,-0.018951624,-0.642900715,-0.115512303,-0.200633323,-0.478721852,0.05077038,0.11858062,0.283253325,-0.595900031,-0.008871718,0.017875453,65.08,0
6301,-5.522861138,5.065940328,-2.422346437,-0.739463591,-1.717151836,4.098583239,-10.0440049,-22.85505093,-1.360363911,-5.542187491,1.102987874,0.653399445,-0.751400135,5.650251318,-2.635805363,1.374330841,1.894954393,0.077930788,-2.167967939,5.418451542,-11.32284203,3.880680373,1.951038296,-0.149351678,-1.214619223,0.662922452,-0.115236923,0.427905868,28.62,0
6309,-1.12138666,-0.675894626,1.997158503,2.175228405,-1.506405877,1.054871203,1.708158264,-0.007519043,1.147253928,-0.589633824,0.109002468,-3.804156779,-0.506792224,1.287320755,-0.775300656,0.72430192,0.237944199,0.154313114,-2.440245085,0.719192171,0.183511637,0.021970559,1.206215545,0.20277202,-0.430787146,-0.320032057,-0.286026639,-0.13989526,492.04,0
6474,1.261420063,0.523283125,0.464660354,0.889252087,-0.230428358,-1.008994829,0.043252563,-0.326309043,1.205289519,-0.67464605,1.00802125,-1.877661615,2.606859357,0.99945074,0.275041143,0.414343917,0.684726407,-0.116980589,-0.40645153,-0.078154509,-0.430054554,-0.954993061,0.132948297,0.304598389,0.218326687,0.053404824,-0.044808907,0.025864992,0.99,0
6743,-0.86094196,1.579929057,1.183420879,0.914912587,0.407407732,-0.252676198,0.715645648,-0.212383458,0.875982338,0.0565666,0.921707986,-1.838097315,2.955668046,1.368714663,0.426356926,-0.756776443,0.720975858,-0.268120341,-0.192764778,0.216047799,-0.003683662,0.499030214,-0.128377346,0.060931172,-0.218902027,-0.351637982,0.248759495,0.305888662,16.89,0
6755,0.266217932,-1.301655055,0.743462819,2.708772471,-0.746034201,1.307631137,-0.409332049,0.262201448,1.173063036,0.240009164,0.638324874,-2.945151155,0.975643727,1.648187799,-0.107741337,1.948242559,-0.830376012,1.882424237,-0.975224466,0.771383276,0.317331428,0.017358054,-0.588218266,-1.022682824,0.162926337,0.090472318,-0.081522743,0.091746954,474.85,0
6914,-1.115411454,1.049870255,2.081379502,1.334467075,0.539900331,0.172625811,0.805511324,-0.2078992,0.427892446,0.31307209,1.523079189,-2.835134427,0.711171646,1.475720708,-1.3337672,1.285284748,-0.739923274,0.785696565,-1.483927905,-0.33520199,-0.168150696,-0.290877962,-0.046127815,-0.115945578,-0.286703586,-0.42636631,-0.494634253,-0.05720689,45.29,0
6982,0.965085036,-0.539907383,0.426387593,0.705498809,-0.587330943,-0.047555998,-0.357081761,-0.087301433,1.920717478,-0.511201685,-0.443104042,-3.053974437,1.29121473,1.544267373,0.724752717,0.83449934,-0.100061176,0.857971333,-0.320175934,0.21502693,0.070183715,0.089654781,-0.338481159,-0.583627938,0.399460679,0.621477774,-0.07810274,0.032512306,180.16,0
7003,1.187909906,-1.161756668,1.849013298,0.300822347,-2.246850949,0.072799373,-1.598444691,0.192180715,2.22183141,-0.105749482,-0.510104462,-2.59478007,0.430182062,0.43922743,-2.315897761,-2.062062633,1.694379331,1.018077588,-0.422897197,-0.580351455,-0.673497899,-0.872051328,0.114981804,0.695937172,0.023510359,1.016074146,-0.01434766,0.020908949,40,0
7080,1.200183706,0.34483463600000003,1.249012306,2.677709099,-0.231715719,0.774448952,-0.671988981,0.149028981,1.464438361,0.124537475,-0.90730379,-2.672845018,1.855030448,0.959636757,-0.966937222,0.885110304,-0.048806955,0.40129415,-0.665933874,-0.174504184,-0.303279743,-0.465964446,-0.066617831,-0.682319368,0.409065954,-0.019788785,0.014889384,0.01911699,0,0
7135,-0.48181156,1.515796817,0.208852938,1.008473792,-0.04053725,1.401935612,-2.15964488,-5.22715617,0.216818124,-1.353559292,1.067834294,-1.655570556,1.337485328,2.794692118,-0.2125521,0.769762805,0.073915265,1.17065844,0.399879453,1.265817989,-2.727181871,0.397706145,-0.039062319,-0.921930844,0.730772031,-0.322860097,0.068996379,0.257443683,39.99,0
7257,1.2674801,0.170182315,-0.920766404,0.135053255,2.201172506,3.422051075,-0.54869845,0.74340634,1.194009682,-0.335976149,0.858962096,-2.39939784,1.656921985,1.913192457,0.489425999,0.528391798,-0.250358929,0.382157391,-0.122556713,-0.037264321,-0.427604409,-1.165597513,0.069723634,0.893200126,0.501998836,-0.655049908,-0.001732333,0.018408951,13.99,0
7284,1.257463577,-1.431794278,0.639075986,-0.77185428,-1.782971527,-0.553854853,-1.051127605,-0.233274423,-0.004775724,0.855868298,-0.044240256,-3.29281526,1.664196223,0.76750983,-1.496662036,-0.980260601,1.736944101,0.057249617,-0.093590757,-0.172833813,-0.339111455,-0.403917611,-0.126390815,0.343465921,0.46414061,-0.151918114,-0.00379524,0.03196026,134.31,0
7583,-1.994774071,2.170706663,1.492853409,0.999815955,-0.523458653,0.272688451,-0.298783167,-2.458199283,1.738482149,1.405927998,2.377579164,-2.301880563,0.573959685,1.553535431,0.129031178,-0.129251959,0.444875446,0.955457226,0.516606519,0.002872569,1.942554855,-0.804772024,0.156142844,0.394093198,-0.263592507,-0.494138612,0.25849373,-0.392996281,36,0
7627,-1.187814724,1.780075167,0.994666602,2.946676135,0.46281127,-0.055169423,0.813744711,0.027522212,-0.817472197,0.215565819,0.014455481,-2.657696036,2.660594181,1.994406376,0.21329637,-0.207018241,0.828265027,0.239971541,0.97623393,-0.085608389,-0.099545816,-0.049101727,-0.097761762,-0.137554935,0.571826945,0.333795155,-0.297989172,-0.025014905,53.73,0
7665,-0.242985797,1.054362777,1.433859763,0.635014325,-0.084591216,-0.654420025,0.330956271,-0.054767369,0.68532892,-0.550067272,2.493955587,-2.369448574,0.731746755,1.455120379,-0.110806495,0.286447159,0.840044053,0.762648822,0.580411328,-0.069909926,-0.270962249,-0.680531643,0.087257453,0.406935597,-0.625972502,0.041757183,-0.127092353,0.054539219,4.49,0
7738,1.028722004,0.282535448,1.753016672,2.797753867,-0.576533616,0.870242481,-0.821849986,0.352079704,1.109367781,0.245912576,2.105763158,-1.467332915,1.59711145,1.245719465,-1.511283307,0.432738672,0.415997758,0.044862569,-1.191687645,-0.231199979,-0.143571494,-0.010268261,0.098736699,0.153541848,0.146208665,-0.082188723,0.029619356,0.017800961,0,0
7750,-1.594998001,-0.420661397,2.8116933,0.596092379,-0.106658009,0.626457777,0.748123433,0.063949977,1.036262979,-1.089626075,2.31319112,-1.440863095,2.127650787,0.973558974,-1.205733065,0.172513376,0.048529879,0.553978044,-1.383154946,0.594311927,0.260117501,0.682162749,0.281610557,0.154948608,0.480966799,-0.403889449,-0.193308769,-0.134102222,250,0
7864,0.475494147,2.102621266,-2.001822438,1.9199156,0.771321656,-1.8712773090000001,0.544273019,0.02954623,0.680662457,-1.799687888,1.620252741,-2.680884027,2.098445043,-1.892341669,0.241902053,0.902178815,3.692856638,1.75253521,-0.624351942,-0.022781872,-0.249711678,-0.314875726,0.139189462,-0.006847836,-0.440295127,-0.439186251,0.10955413,-0.052415394,0.93,0
7894,1.216293209,-0.068954601,0.689428776,0.174821036,-0.799701604,-0.975109733,-0.291947616,-0.222397908,1.763500341,-0.583273079,0.619036175,-2.590199824,1.200857082,1.686979212,0.582445451,0.410100464,0.400605126,-0.06580139,-0.180571152,-0.071511684,-0.269497889,-0.626593427,0.083376415,0.367698783,0.062375079,0.864158443,-0.108094858,0.008064211,38.44,0
7900,-0.3238493,0.770118177,1.031631885,-1.378953965,0.732667088,0.24613554,0.400810643,0.057085364,1.358237511,-1.100555897,-0.405459984,-2.466590498,2.666684933,1.138787222,0.046128844,0.700356992,-0.23727567,-0.18713022,-0.801758893,0.044433337,-0.30855436,-0.524199507,-0.152274406,-1.327278188,-0.133958898,0.797822791,0.167194324,0.045282742,9,0
8019,1.167136751,0.206508059,0.727444452,0.872981727,-0.47748801,-0.679684266,-0.145348755,-0.1189411,1.444645235,-0.460313481,1.084778252,-2.444700026,0.939163377,1.912683068,0.627632028,-0.068010209,0.760674563,-0.705840984,-0.802131707,-0.208243126,-0.36045756,-0.84122708,0.216046852,0.308944979,0.040483223,0.066976546,-0.047903886,0.013131149,16.99,0
8178,-1.010046001,1.15765847,1.568633723,0.810660614,0.006109374,0.274736103,0.398792289,0.558717646,0.058525517,-0.830584288,1.886121348,-1.337481622,1.886768855,1.610969635,-2.799008528,0.418061649,0.495964922,-0.578535716,-1.511464816,-0.246969483,-0.123580703,-0.259331311,0.167836502,0.203534439,-0.520793785,0.534568108,-0.111890232,0.060367013,54.71,0
8218,-0.858042698,0.860342411,0.559186406,-1.678124117,-0.113119478,-1.216417475,0.819935506,-0.046745358,1.952154641,-1.499648907,2.099897694,-1.175718449,1.306027876,1.860225411,-1.542055622,-0.810802041,0.436158196,0.501956274,0.168080981,-0.17956742,-0.004158188,0.568290904,-0.039757811,0.495164093,-0.135031395,-0.922573861,0.016246911,-0.080975791,38.66,0
8307,-0.578152034,-0.272886092,1.778182951,-2.244125969,-0.684107101,-0.891642831,0.895849093,-0.64368719,-1.572523025,0.354319647,0.614330335,-3.258432286,2.87240733,0.80796586,-1.022667467,-0.551047326,0.969078517,-0.301281312,-0.69322529,0.048991331,-0.631285208,-1.355454657,0.188286376,0.261117233,0.284383655,-0.689929954,-0.204375933,-0.157698369,139.5,0
8442,1.318829001,0.079598117,-0.947571181,-0.353668819,2.104615638,3.31509505,-0.628005711,0.727754687,1.232257127,-0.369337095,0.918943339,-2.433273869,1.681065361,1.860110906,0.507793609,0.611090909,-0.177927687,0.204646037,0.052105115,-0.026701949,-0.463924906,-1.255072843,0.115733152,0.931089055,0.346348479,0.071795007,-0.054998916,0.005389979,1.79,0
8489,-0.841900837,1.468276516,2.365322265,0.911386421,-0.122648315,-0.281503312,0.447789239,-0.341188602,1.281539111,0.158333851,0.900062257,-1.949840851,3.139528972,0.796230465,0.704514859,-0.083118116,0.198626961,0.31655377,0.071191035,0.393435377,-0.251134481,-0.161847163,-0.21233002,0.338087802,0.307099319,-0.451064476,-0.069462391,-0.090356951,5,0
8562,1.199807221,0.137510086,1.242297934,1.420545609,-0.597076027,0.140707109,-0.61702869,-0.001078164,2.097032098,-0.591636386,-0.158771694,-1.786683191,2.514776041,0.894047819,-0.606955381,0.157372263,0.260379861,0.279050853,-0.230892839,-0.122211608,-0.239519983,-0.186046997,-0.059867442,-0.157487798,0.485139718,-0.418388677,0.050945496,0.027605736,4.99,0
8583,-0.976429371,1.56105459,1.756080506,2.649625957,0.475623797,1.4129762830000001,-0.248854043,0.67723277,-0.235345021,0.052139549,-0.521327153,-2.543987174,3.408563128,1.481870203,1.057277629,0.429132433,0.480613794,0.453912729,0.63969807,0.347525846,-0.19397736,-0.344758495,-0.197761453,-1.36903167,0.12713527,0.228436174,0.215330261,0.054762274,26.97,0
8633,-1.290056111,2.13591482,-0.585543544,1.094737028,-0.0880184,-0.288166204,0.855022192,0.355274967,0.163314774,-1.195933125,0.06875281,-1.884477141,3.610837404,0.8610799,0.085160837,0.315721041,1.364789774,0.830906099,0.408477193,-0.093193662,-0.119684797,-0.05753049,-0.212555569,-0.55186295,-0.024754265,-0.361842292,0.011110546,0.01725917,141.93,0
8698,-0.010402068,0.979968847,0.975529859,0.067178648,1.190445001,-0.485598048,1.300795073,-0.765636486,1.215330045,-0.317328414,-0.157915091,-2.414306406,2.701041055,0.999551097,-0.609685713,0.175266285,-0.590225126,0.311815591,-0.856389712,-0.04983553,-0.062208071,0.446954599,-0.17798557,-0.501256872,-0.75975039,-0.734876526,-0.255018463,-0.214463197,8.49,0
8741,0.93204452,-1.024852986,1.865633314,-0.058152445,-1.633019433,0.926175468,-1.470725156,0.448092862,4.238210478,-1.848548237,0.417052753,-1.099161093,1.303887687,0.368634799,-1.026649125,-1.803639663,1.925920384,-0.559735721,-0.087392937,-0.140043362,0.055919583,0.975014464,-0.135831615,0.125438409,0.436394167,-0.277865427,0.136318561,0.037835889,65.95,0
9019,-1.241403512,-0.290988308,2.083226137,-2.773988112,0.009154359,-0.141828027,-0.344451917,0.32489891,2.592902596,-1.945858637,1.02820252,-2.397557133,0.933228668,1.415422297,0.294525895,0.907881314,-0.662201847,1.923867409,-2.74174e-4,0.243034743,0.125034685,0.460793793,-0.31887169,-0.882993879,0.572578986,0.019752529,0.230509104,0.113431253,59.48,0
9026,1.275507618,0.303070654,0.100338621,0.328904251,0.591925274,0.650852397,-0.173712153,0.029851853,1.007860819,-0.3386267,1.606758608,-1.27857562,3.092359974,1.617313686,-0.164987581,0.526812354,-0.214743531,0.097722114,0.114952091,-0.050662951,-0.407015397,-0.871480996,-0.014006719,-1.380773262,0.307152679,0.149282908,-0.038172623,-0.01277267,0.89,0
9077,1.147103754,0.09014455,0.94303581,1.170133186,-0.627043203,-0.384432529,-0.283693304,-0.083315564,1.849728792,-0.631499122,0.872740078,-1.729807294,1.545356247,1.287094376,-0.933691889,-0.846488069,1.288992754,-0.923063101,-0.575536408,-0.209646782,-0.175338731,0.026488888,0.017503618,0.62186312,0.421960474,0.395641872,-0.024977804,0.006764292,6.99,0
9222,-0.498586709,0.273468278,1.755622775,-0.061612209,0.193441538,-0.029898612,-0.030569477,0.198239598,1.745037296,-1.04432399,0.944479713,-1.906130297,0.720195208,1.14575537,-3.000561786,-0.033007063,0.354490067,0.424855391,-0.039530333,-0.211970645,-0.107220907,0.107992232,-0.076250511000000007,-0.025247996,-0.605864533,0.21107737,0.116369063,0.164249932,0.01,0
9239,-0.759481191,0.607102106,3.273768094,1.530198649,-0.706396337,0.857865637,0.23289052700000001,-3.08207e-4,2.101358872,-0.888933504,-0.182057957,-1.385011152,2.846469448,-0.139253731,-2.298804913,-1.223954742,1.22799631,-0.081290052,0.976323091,0.417890307,-0.322736802,0.040895844,-0.211302043,0.401307259,0.464569151,-0.261132659,0.198436013,-0.069757293,73.68,0
9348,1.087584195,-1.448025072,1.96452921,0.148281964,-2.11131052,0.936336629,-1.96774403,0.412252875,2.457385993,-0.234487433,-0.324463136,-2.865205241,0.865308639,-0.047461896,-2.075081569,0.234838912,2.030059055,-1.245546204,0.398123947,0.067892516,0.17844057,1.035518752,-0.184768007,0.106440428,0.384972188,0.082815537,0.076147282,0.03237416,85,0
9374,0.453225539,-0.231321037,1.257990382,3.951936334,-0.004385063,1.978375252,-0.431188317,0.597852622,0.391562196,0.536902832,1.290284124,-2.999580954,0.376031349,1.924120929,0.953943003,0.104605044,1.204584217,-1.692412451,-3.600009097,0.042473269,0.036984403,-0.192773263,0.108225273,-0.769923855,-0.339272986,-0.103662948,0.008415138,0.059549953,237.86,0
9396,1.191160841,0.144434074,0.657416192,1.058374768,-0.468309107,-0.644686456,-0.060374091,-0.241687102,1.694507279,-0.585011753,0.339292526,-1.850114021,1.951813395,1.301626624,-0.982690996,-0.323518887,0.743552094,-0.476215285,0.007505717,-0.093895303,-0.364978191,-0.656683633,-1.21048e-4,0.374165841,0.434890455,0.226869848,-0.051208835,0.011263726,29.91,0
9397,-2.346676993,-0.340909036,0.903224592,0.346193348,1.947718763,-1.425906179,-0.544759366,-1.655100929,1.905239527,1.098139442,1.317884028,-2.125361074,2.413315877,0.960866731,0.938185005,-0.919235653,0.926708294,-0.868381284,0.7698547,-0.894403592,0.157536433,-0.275038693,-0.882872754,0.221646789,-0.454654793,1.067637123,-0.052315701,-0.222719659,17.58,0
9737,-0.517769568,-0.104488759,2.461385054,-1.578023707,-0.62629424,-0.070844773,0.040114815,-0.174072419,0.38753825,-0.365407516,0.724235117,-3.363076158,1.9772029,0.633649298,-0.00429944,1.229435321,0.701088387,-0.959441222,-0.885028424,0.22005861,0.330098178,1.183507279,-0.152615291,0.054655777,-0.021201221,-0.240844945,-0.091678934,-0.118332156,69.99,0
9809,1.249022559,0.118949692,0.223277564,0.089145522,-0.415907716,-1.099515313,0.02489546,-0.246943197,1.178759943,-0.350852045,2.478061241,-1.928127653,0.847215099,2.164080665,-0.484183297,0.141994214,0.41038164,0.152364787,0.17223537,-0.144353824,-0.173210133,-0.308794842,-0.004251748,0.530799419,0.31901335199999997,0.974016464,-0.13937337,-0.019670139,12,0
9836,-3.332042411,-1.903689109,1.756415078,-1.654805459,2.606839174,-2.254641829,-1.261113527,-0.100334387,2.755124485,-1.498845413,1.494804056,-1.580146574,0.505190969,1.448410587,-1.763477164,-0.047542444,-0.040154089,0.363543407,-0.155448307,-1.451491192,-0.642627165,-0.789797255,-1.22157145,0.039285773,0.570284892,-1.024276798,0.110637541,0.077702649,0,0
9858,-2.414038904,0.511942944,1.571582683,0.353934077,0.543165671,-0.753789997,0.705930367,-0.515330288,1.065422111,-0.146122049,1.16804823,-2.333145718,1.998121163,1.296398918,0.417087725,-0.398273194,0.70182037,-0.568385957,-0.4492028,-1.027710579,-0.237675396,0.2865014,0.445125811,0.404100029,0.463321612,0.374696018,-0.619445541,-0.032457532,10.69,0
9896,1.208122349,-0.04803391,0.825236452,0.091441286,-0.843681347,-0.792770098,-0.439123005,-0.070823149,1.527305758,-0.395850374,2.466237693,-1.954116013,0.846052393,1.936036516,-0.112350471,0.552172003,0.238817774,0.383232693,0.039490811,-0.13499057,-0.222169277,-0.479540071,0.121676957,0.503019986,0.005681826,0.837847924,-0.108162231,-0.005102562,12.63,0
9897,-0.971947861,1.053617203,1.207551989,-0.982391199,-0.251622344,-1.22632346,0.292886424,0.17607242,1.012139607,-1.355373644,0.205876937,-2.722288409,1.094581652,1.920263369,-0.325903172,0.571192363,0.305716299,-0.037506372,-0.809784555,-0.336610561,-0.108171501,-0.312775498,0.035358194,0.359753827,-0.35995488,0.701165937,-0.270962805,0.03346768,3.08,0
9924,1.171202724,0.177007571,0.384838924,0.756168744,-0.285501469,-0.29180679,-0.364727969,0.150667356,1.451818509,-0.451468589,2.350860091,-2.895601882,-0.864006002,1.894506057,0.196302057,0.477317748,0.903627745,0.343820349,-0.451686329,-0.312443558,-0.389052454,-1.005000848,0.189173277,-0.15516124,0.001521756,0.077016531,-0.054346669,0.00518448,1.98,0
10166,-2.456124692,1.807245804,-1.83416189,0.401931281,1.133294321,3.527111796,-1.263072205,2.343417829,0.171641413,-0.70803041,0.130192148,-2.210405013,1.948327791,2.980930765,0.605379832,0.443856409,0.758237371,1.060058709,0.758068744,-0.241464373,0.161509855,0.001042342,-0.1906661,0.968454286,0.012901512,-0.27712238,-0.627490684,-0.093164487,50,0
10228,1.327314458,-0.49147159,0.490324823,-0.621342982,-0.753240574,-0.059477577,-0.789750599,0.075151568,0.352258028,0.441484079,1.965965051,-2.528536572,0.756749641,1.97400293,-0.071805851,-1.098779949,0.638170489,1.169792442,-0.77051166,-0.604170695,-0.842508152,-1.817132236,0.312465673,-0.437800162,-0.254295939,0.638261525,-0.075454841,-0.009641743,6.51,0
10238,-0.738364293,0.86357670500000006,-0.058118544,-0.185596199,2.261965028,4.091009465,0.639662757,0.680954624,0.920862167,-0.726291923,0.256084757,-2.6569789090000002,1.343627042,1.456482123,-1.070388961,-0.232359832,0.215761247,0.374559107,0.363660652,-0.113154884,-0.241492059,-0.432713766,-0.268369855,0.95405816,0.319264198,-0.434358592,-0.099277685,0.073141169,121,0
10296,0.912655269,-0.018087913,0.649724382,1.81422898,-0.44002359,-0.403030914,0.143396004,-0.165925879,1.512634878,-0.551014288,0.904830322,-1.748063145,1.525429787,1.540162498,-0.86693214,-0.897623782,1.188171096,-0.867279275,-0.808476496,-0.016231791,-0.147918871,-0.195519105,-0.085346111,0.561734547,0.530379713,-0.396115871,-0.006750703,0.034699474,121,0
10404,1.194527168,-0.050507046,0.587209153,-0.092038556,-0.304274665,0.016634059,-0.452930188,0.043640345999999997,1.40239306,-0.471925523,2.387296932,-1.494164447,1.957278207,1.726899503,0.066232195,0.367646381,0.263900368,-0.017361062,-0.126273855,-0.073091308,-0.214975592,-0.381902476,0.069469427,-0.299457501,0.037700263,0.895993228,-0.086567119,-0.010757274,17.25,0
10535,-0.584685198,-0.301752444,1.250112302,1.043959195,0.080543971,-0.533038163,-0.224909146,-0.073745324,1.629364975,-0.422791955,0.653186321,-2.199792528,1.516755203,1.271935304,-0.208815711,-1.49605945,1.842260982,-0.580810306,1.519817269,-0.074024154,-0.042596585,0.624203211,0.785446056,0.439761408,-1.367215161,1.107603648,0.149532587,0.192065729,9.8,0
10552,-1.347538933,-0.25783646,1.653587923,-0.821336826,0.800341098,-0.955081599,0.180714866,-0.383798691,1.68830364,-0.627417096,0.884019245,-2.336364431,1.936097261,1.026104604,0.123717953,0.2426465,0.161661687,-0.632968444,-1.220572412,-0.342217864,-0.25608925,-0.268338171,0.188938072,0.07303167,-0.382198078,0.640950652,-0.691732035,0.065692294,5.37,0
10559,-2.327205453,-0.836656804,3.294012341,2.206826276,1.976425032,-0.461430637,-1.112596603,0.14019725,1.229140006,-0.082417376,0.045930749,-2.756350076,1.131203677,0.772873746,-1.138689144,0.385067366,0.319826001,-0.302203631,-1.761446291,-0.465247927,-0.289740918,-0.233858908,-0.532686645,0.049588146,0.10396027,-0.152855182,0.007580827,-0.243119805,0,0
10583,-1.202597512,0.635701882,3.377879544,2.234869211,0.237657116,0.424086663,0.068234478,0.035177559,0.522147909,0.055421651,1.933027926,-1.72872654,2.052140046,0.766450542,-1.898678718,0.482766482,0.053748566,0.592503157,-0.542945564,-0.040267706,-0.166082479,0.060339006,0.061271462,0.471487612,0.193197315,-0.10862788,-0.20558633,-0.170542788,0,0
10599,-1.133059977,1.037006886,1.892675529,-1.149681552,0.061604891,-0.76509585,0.676416858,-0.260165053,1.677260817,-0.32957305,1.236235519,-2.052036365,2.242006468,0.941334634,-0.006555581,0.034535189,0.290693382,-0.777221,-1.42733456,0.294832229,-0.298631675,-0.164453937,-0.021359597,0.388432598,-0.379150584,0.669655863,0.309374782,0.092705324,18.96,0
10630,-0.636392792,0.82048125,2.560305245,1.091705804,-0.169117413,0.350479863,0.087370338,-0.046477068,1.893214724,-0.352846431,-0.383536549,-2.987590378,1.076185499,0.840978897,-0.226339122,-0.25548583,0.504406144,0.671810666,0.619927395,0.128289386,-0.2621439,-0.053601345,-0.189245388,-0.195062809,0.009735087,-0.354480247,0.099431327,-0.06296228,4.99,0
10699,1.214707514,1.003031216,0.433522538,2.746734396,0.273206433,-0.940472279,0.591185832,-0.47822722,-0.045570029,0.317819363,0.991618017,-1.630189887,3.219047249,1.640142178,-0.738816595,0.126046811,0.278097251,-0.539875287,-1.223624827,-0.116386698,-0.126200398,-0.051471949,-0.070272169,0.707819487,0.720937666,0.003978994,-0.054748307,0.010284388,1,0
10746,1.200262061,-0.27736739,0.500753415,0.232998812,-0.620558331,-0.222841256,-0.459802717,0.024128572,2.023634527,-0.534807628,1.42876367,-2.139532945,0.256343278,1.645722301,-1.570380034,-0.039356759,0.627970568,0.323568099,0.671368247,-0.147589198,-0.237084347,-0.336845976,-0.104011711,0.021470072,0.381708044,1.077635223,-0.110706369,-0.018805684,28.56,0
10799,1.266542192,0.015941685,0.623743153,-0.050314553,-0.513566263,-0.469131841,-0.423445708,-0.067397061,1.470987233,-0.408524402,2.095040366,-1.801557591,1.557497793,1.778119328,-0.141884306,0.677569768,0.009014919,0.479509902,0.239627198,-0.098823013,-0.256528965,-0.522403312,0.058309351,-1.96771e-4,0.101931768,0.869285004,-0.102920048,-0.010869015,2.14,0
10856,-0.888372438,1.276027146,1.039228988,1.971805053,1.76252917,4.732742404,-1.098678978,1.626208892,0.167131893,0.112549129,0.202911652,-2.908811153,1.824080494,1.553636463,0.350755625,0.445169701,0.49142376,1.197532592,0.921200778,0.291957707,-0.036631862,0.093256412,-0.268062534,0.96653783,0.315576772,0.387270187,0.219538386,0.078253259,7.75,0
